lon,lat
-83.550481668,30.0529967590001
-83.545343966,30.0616113
-83.169863482,30.1254002360001
-83.16996646,30.1248128030001
-82.9349863909999,29.9991755300001
-82.9354295649999,29.998869175
-83.18291211,30.371626549
-83.077667678,30.261517036
-82.7282409439999,30.293011275
-84.7914975369999,30.3949711220001
-84.372894327,30.4351035170001
-85.254548058,29.691736104
-84.3150969439999,30.4296706260001
-84.345953551,30.4767154620001
-84.5804909089999,30.5978114640001
-84.421366002,30.6510261330001
-83.3935959459999,30.5250983390001
-83.1786290479999,30.5174748320001
-84.4891063329999,30.0635414720001
-84.778272262,30.3888573900001
-85.4855390339999,30.3151456680001
-87.224391662,30.5644466680001
-85.6041443939999,30.0761402030001
-85.4681666449999,30.242415872
-85.213978809,30.23651821
-85.535278309,30.2479578090001
-82.7470139759999,28.0941465720001
-87.183088277,30.7066457870001
-84.7334012539999,30.657093355
-84.731550332,30.6567486500001
-84.767176349,30.573791988
-87.166389478,30.939021134
-87.1151693369999,30.84890699
-87.299759336,30.9711434110001
-87.383601217,30.95747299
-84.6221591889999,30.4833259380001
-84.5259878959999,30.6085536160001
-84.286862997,30.305991755
-82.885902002,29.4172799520001
-82.136609896,28.775984758
-82.050674441,28.756447462
-82.002909094,28.777151395
-82.088005734,28.9013839840001
-84.404768845,30.593977017
-85.3879742939999,29.932133268
-82.772158927,29.3299610400001
-82.6381668669999,29.1682371570001
-82.49370941,29.398139616
-84.9480392569999,30.430340921
-81.988492268,28.8251287030001
-84.3614476019999,30.271082904
-85.892265121,30.351155824
-85.6993120129999,30.272265373
-85.7514193649999,30.3326775300001
-85.5777173819999,30.1436860260001
-85.2936047109999,29.8316991950001
-82.448903613,29.115823391
-82.35078025,29.17844496
-82.219635565,29.1378397780001
-82.177890852,29.2676236670001
-85.944255431,30.6202143940001
-85.6432225949999,30.3260808960001
-82.581831016,28.0712166770001
-82.611335386,28.018766242
-85.7242500789999,30.8034863940001
-85.946460863,30.733262202
-85.8678028259999,30.7791427770001
-82.3063266679999,29.3621555390001
-85.57302401,30.539744075
-85.522272948,30.957615914
-85.020301129,30.740143532
-84.955873261,30.725216463
-83.938128428,30.4111310280001
-83.952204877,30.5109911500001
-82.2062339779999,29.366341521
-82.527611099,29.7822607890001
-82.495336825,29.6502548290001
-82.356161325,29.635477108
